geneID	geneName	num	ratio
ENSG00000065559.10	MAP2K4	3	0.0026666666666666666
ENSG00000198363.11	ASPH	3	0.0026666666666666666
ENSG00000198589.6	LRBA	3	0.0026666666666666666
ENSG00000163946.9	FAM208A	3	0.0026666666666666666
ENSG00000108239.8	TBC1D12	3	0.0026666666666666666
ENSG00000123106.6	CCDC91	3	0.0026666666666666666
ENSG00000206199.5	ANKUB1	3	0.0026666666666666666
ENSG00000075711.16	DLG1	3	0.0026666666666666666
ENSG00000198722.8	UNC13B	3	0.0026666666666666666
ENSG00000108953.12	YWHAE	3	0.0026666666666666666
ENSG00000117868.11	ESYT2	3	0.0026666666666666666
ENSG00000137073.16	UBAP2	3	0.0026666666666666666
ENSG00000123066.3	MED13L	3	0.0026666666666666666
ENSG00000087586.13	AURKA	3	0.0026666666666666666
ENSG00000144468.12	RHBDD1	3	0.0026666666666666666
ENSG00000110958.11	PTGES3	3	0.0026666666666666666
ENSG00000094975.9	SUCO	3	0.0026666666666666666
ENSG00000188994.8	ZNF292	3	0.0026666666666666666
ENSG00000148498.11	PARD3	3	0.0026666666666666666
ENSG00000062716.6	VMP1	3	0.0026666666666666666
ENSG00000172456.12	FGGY	2	0.0017777777777777779
ENSG00000198380.8	GFPT1	2	0.0017777777777777779
ENSG00000250349.3	TM4SF2	2	0.0017777777777777779
ENSG00000230903.5	RPL9P8	2	0.0017777777777777779
ENSG00000106049.4	HIBADH	2	0.0017777777777777779
ENSG00000029725.12	RABEP1	2	0.0017777777777777779
ENSG00000145216.11	FIP1L1	2	0.0017777777777777779
ENSG00000136021.13	SCYL2	2	0.0017777777777777779
ENSG00000196914.4	ARHGEF12	2	0.0017777777777777779
ENSG00000071205.7	ARHGAP10	2	0.0017777777777777779
ENSG00000101972.14	STAG2	2	0.0017777777777777779
ENSG00000152520.9	PAN3	2	0.0017777777777777779
ENSG00000168385.13	SEPT2	2	0.0017777777777777779
ENSG00000015171.14	ZMYND11	2	0.0017777777777777779
ENSG00000121848.9	RNF115	2	0.0017777777777777779
ENSG00000157106.12	SMG1	2	0.0017777777777777779
ENSG00000011260.9	UTP18	2	0.0017777777777777779
ENSG00000164953.11	TMEM67	2	0.0017777777777777779
ENSG00000153933.5	DGKE	2	0.0017777777777777779
ENSG00000165209.14	STRBP	2	0.0017777777777777779
ENSG00000074266.13	EED	2	0.0017777777777777779
ENSG00000165629.15	ATP5C1	2	0.0017777777777777779
ENSG00000189149.7	CRYM-AS1	2	0.0017777777777777779
ENSG00000244754.4	N4BP2L2	2	0.0017777777777777779
ENSG00000114107.4	CEP70	2	0.0017777777777777779
ENSG00000140374.11	ETFA	2	0.0017777777777777779
ENSG00000138376.6	BARD1	2	0.0017777777777777779
ENSG00000136861.13	CDK5RAP2	2	0.0017777777777777779
ENSG00000185052.7	SLC24A3	2	0.0017777777777777779
ENSG00000040341.13	STAU2	2	0.0017777777777777779
ENSG00000118007.8	STAG1	2	0.0017777777777777779
ENSG00000153046.13	CDYL	2	0.0017777777777777779
ENSG00000139154.10	AEBP2	2	0.0017777777777777779
ENSG00000012963.9	UBR7	2	0.0017777777777777779
ENSG00000005483.15	KMT2E	2	0.0017777777777777779
ENSG00000251680.1	CTC-575N7.1	2	0.0017777777777777779
ENSG00000095015.5	MAP3K1	2	0.0017777777777777779
ENSG00000122507.16	BBS9	2	0.0017777777777777779
ENSG00000132604.6	TERF2	2	0.0017777777777777779
ENSG00000101040.15	ZMYND8	2	0.0017777777777777779
ENSG00000140525.13	FANCI	2	0.0017777777777777779
ENSG00000096060.10	FKBP5	2	0.0017777777777777779
ENSG00000152256.9	PDK1	2	0.0017777777777777779
ENSG00000074201.4	CLNS1A	2	0.0017777777777777779
ENSG00000124523.10	SIRT5	2	0.0017777777777777779
ENSG00000169251.8	NMD3	2	0.0017777777777777779
ENSG00000225259.3	ST13P6	2	0.0017777777777777779
ENSG00000163960.7	UBXN7	2	0.0017777777777777779
ENSG00000089234.11	BRAP	2	0.0017777777777777779
ENSG00000155313.11	USP25	2	0.0017777777777777779
ENSG00000138398.11	PPIG	2	0.0017777777777777779
ENSG00000174891.8	RSRC1	2	0.0017777777777777779
ENSG00000152620.8	NADK2	2	0.0017777777777777779
ENSG00000148154.5	UGCG	2	0.0017777777777777779
ENSG00000178568.9	ERBB4	2	0.0017777777777777779
ENSG00000166734.14	CASC4	2	0.0017777777777777779
ENSG00000115760.9	BIRC6	2	0.0017777777777777779
ENSG00000124795.10	DEK	2	0.0017777777777777779
ENSG00000001629.5	ANKIB1	2	0.0017777777777777779
ENSG00000185658.9	BRWD1	2	0.0017777777777777779
ENSG00000164815.6	ORC5	2	0.0017777777777777779
ENSG00000172530.15	BANP	2	0.0017777777777777779
ENSG00000186314.7	PRELID2	2	0.0017777777777777779
ENSG00000057608.12	GDI2	2	0.0017777777777777779
ENSG00000005059.11	CCDC109B	2	0.0017777777777777779
ENSG00000166157.12	TPTE	2	0.0017777777777777779
ENSG00000115525.12	ST3GAL5	2	0.0017777777777777779
ENSG00000171456.12	ASXL1	2	0.0017777777777777779
ENSG00000011405.9	PIK3C2A	2	0.0017777777777777779
ENSG00000140443.9	IGF1R	2	0.0017777777777777779
ENSG00000155906.12	RMND1	2	0.0017777777777777779
ENSG00000062725.5	APPBP2	2	0.0017777777777777779
ENSG00000156052.6	GNAQ	2	0.0017777777777777779
ENSG00000198879.7	SFMBT2	2	0.0017777777777777779
ENSG00000150760.8	DOCK1	2	0.0017777777777777779
ENSG00000082701.10	GSK3B	2	0.0017777777777777779
ENSG00000065833.7	ME1	2	0.0017777777777777779
ENSG00000155561.10	NUP205	2	0.0017777777777777779
ENSG00000156795.2	WDYHV1	2	0.0017777777777777779
ENSG00000185046.14	ANKS1B	2	0.0017777777777777779
ENSG00000109670.9	FBXW7	2	0.0017777777777777779
ENSG00000109184.10	DCUN1D4	2	0.0017777777777777779
ENSG00000055044.6	NOP58	2	0.0017777777777777779
ENSG00000156802.8	ATAD2	2	0.0017777777777777779
ENSG00000198900.5	TOP1	2	0.0017777777777777779
ENSG00000134644.11	PUM1	2	0.0017777777777777779
ENSG00000130638.11	ATXN10	2	0.0017777777777777779
ENSG00000141425.13	RPRD1A	2	0.0017777777777777779
ENSG00000151466.7	SCLT1	2	0.0017777777777777779
ENSG00000149187.13	CELF1	2	0.0017777777777777779
ENSG00000065526.6	SPEN	2	0.0017777777777777779
ENSG00000166226.8	CCT2	2	0.0017777777777777779
ENSG00000144802.7	NFKBIZ	1	0.0008888888888888889
ENSG00000235872.2	RP11-335O4.3	1	0.0008888888888888889
ENSG00000155903.7	RASA2	1	0.0008888888888888889
ENSG00000132541.6	HRSP12	1	0.0008888888888888889
ENSG00000121892.10	PDS5A	1	0.0008888888888888889
ENSG00000136152.10	COG3	1	0.0008888888888888889
ENSG00000119638.8	NEK9	1	0.0008888888888888889
ENSG00000166377.15	ATP9B	1	0.0008888888888888889
ENSG00000168234.8	TTC39C	1	0.0008888888888888889
ENSG00000005175.5	RPAP3	1	0.0008888888888888889
ENSG00000117114.15	LPHN2	1	0.0008888888888888889
ENSG00000216937.7	CCDC7	1	0.0008888888888888889
ENSG00000095139.9	ARCN1	1	0.0008888888888888889
ENSG00000085276.13	MECOM	1	0.0008888888888888889
ENSG00000064651.9	SLC12A2	1	0.0008888888888888889
ENSG00000230590.3	FTX	1	0.0008888888888888889
ENSG00000181019.8	NQO1	1	0.0008888888888888889
ENSG00000115548.12	KDM3A	1	0.0008888888888888889
ENSG00000037637.6	FBXO42	1	0.0008888888888888889
ENSG00000101557.10	USP14	1	0.0008888888888888889
ENSG00000144224.12	UBXN4	1	0.0008888888888888889
ENSG00000146085.7	MUT	1	0.0008888888888888889
ENSG00000104447.7	TRPS1	1	0.0008888888888888889
ENSG00000116750.9	UCHL5	1	0.0008888888888888889
ENSG00000060339.9	CCAR1	1	0.0008888888888888889
ENSG00000003147.13	ICA1	1	0.0008888888888888889
ENSG00000146574.11	CCZ1B	1	0.0008888888888888889
ENSG00000122484.8	RPAP2	1	0.0008888888888888889
ENSG00000051341.9	POLQ	1	0.0008888888888888889
ENSG00000012048.15	BRCA1	1	0.0008888888888888889
ENSG00000143164.11	DCAF6	1	0.0008888888888888889
ENSG00000130724.4	CHMP2A	1	0.0008888888888888889
ENSG00000100485.7	SOS2	1	0.0008888888888888889
ENSG00000123219.8	CENPK	1	0.0008888888888888889
ENSG00000078140.9	UBE2K	1	0.0008888888888888889
ENSG00000102606.13	ARHGEF7	1	0.0008888888888888889
ENSG00000256591.1	RP11-286N22.8	1	0.0008888888888888889
ENSG00000171475.9	WIPF2	1	0.0008888888888888889
ENSG00000168092.9	PAFAH1B2	1	0.0008888888888888889
ENSG00000254604.1	AP000487.6	1	0.0008888888888888889
ENSG00000140575.8	IQGAP1	1	0.0008888888888888889
ENSG00000164830.13	OXR1	1	0.0008888888888888889
ENSG00000155744.5	FAM126B	1	0.0008888888888888889
ENSG00000114021.7	NIT2	1	0.0008888888888888889
ENSG00000136628.13	EPRS	1	0.0008888888888888889
ENSG00000108270.6	AATF	1	0.0008888888888888889
ENSG00000123552.13	USP45	1	0.0008888888888888889
ENSG00000170175.6	CHRNB1	1	0.0008888888888888889
ENSG00000164169.8	PRMT10	1	0.0008888888888888889
ENSG00000134759.9	ELP2	1	0.0008888888888888889
ENSG00000086666.14	ZFAND6	1	0.0008888888888888889
ENSG00000124207.12	CSE1L	1	0.0008888888888888889
ENSG00000159216.14	RUNX1	1	0.0008888888888888889
ENSG00000259429.1	UBE2Q2P3	1	0.0008888888888888889
ENSG00000234185.2	RP5-1132H15.1	1	0.0008888888888888889
ENSG00000163625.11	WDFY3	1	0.0008888888888888889
ENSG00000115310.13	RTN4	1	0.0008888888888888889
ENSG00000117139.12	KDM5B	1	0.0008888888888888889
ENSG00000131778.13	CHD1L	1	0.0008888888888888889
ENSG00000112146.12	FBXO9	1	0.0008888888888888889
ENSG00000185591.5	SP1	1	0.0008888888888888889
ENSG00000100150.12	DEPDC5	1	0.0008888888888888889
ENSG00000138594.8	TMOD3	1	0.0008888888888888889
ENSG00000185485.10	SDHAP1	1	0.0008888888888888889
ENSG00000107263.14	RAPGEF1	1	0.0008888888888888889
ENSG00000111596.7	CNOT2	1	0.0008888888888888889
ENSG00000143771.7	CNIH4	1	0.0008888888888888889
ENSG00000135540.7	NHSL1	1	0.0008888888888888889
ENSG00000116539.6	ASH1L	1	0.0008888888888888889
ENSG00000151657.7	KIN	1	0.0008888888888888889
ENSG00000140455.12	USP3	1	0.0008888888888888889
ENSG00000103342.8	GSPT1	1	0.0008888888888888889
ENSG00000083307.6	GRHL2	1	0.0008888888888888889
ENSG00000137177.14	KIF13A	1	0.0008888888888888889
ENSG00000077147.10	TM9SF3	1	0.0008888888888888889
ENSG00000148843.9	PDCD11	1	0.0008888888888888889
ENSG00000137501.12	SYTL2	1	0.0008888888888888889
ENSG00000107669.13	ATE1	1	0.0008888888888888889
ENSG00000258555.2	SPECC1L-ADORA2A	1	0.0008888888888888889
ENSG00000258941.2	RP11-407N17.3	1	0.0008888888888888889
ENSG00000128944.9	KNSTRN	1	0.0008888888888888889
ENSG00000083544.9	TDRD3	1	0.0008888888888888889
ENSG00000159322.13	ADPGK	1	0.0008888888888888889
ENSG00000125386.10	FAM193A	1	0.0008888888888888889
ENSG00000135679.17	MDM2	1	0.0008888888888888889
ENSG00000141562.13	NARF	1	0.0008888888888888889
ENSG00000085491.11	SLC25A24	1	0.0008888888888888889
ENSG00000102763.11	VWA8	1	0.0008888888888888889
ENSG00000130414.7	NDUFA10	1	0.0008888888888888889
ENSG00000033170.12	FUT8	1	0.0008888888888888889
ENSG00000078747.8	ITCH	1	0.0008888888888888889
ENSG00000172845.9	SP3	1	0.0008888888888888889
ENSG00000123130.12	ACOT9	1	0.0008888888888888889
ENSG00000180233.9	ZNRF2	1	0.0008888888888888889
ENSG00000174695.5	TMEM167A	1	0.0008888888888888889
ENSG00000067715.9	SYT1	1	0.0008888888888888889
ENSG00000119231.6	SENP5	1	0.0008888888888888889
ENSG00000150403.13	TMCO3	1	0.0008888888888888889
ENSG00000103091.10	WDR59	1	0.0008888888888888889
ENSG00000176623.7	RMDN1	1	0.0008888888888888889
ENSG00000187079.10	TEAD1	1	0.0008888888888888889
ENSG00000107077.13	KDM4C	1	0.0008888888888888889
ENSG00000230409.2	TCEA1P2	1	0.0008888888888888889
ENSG00000163527.5	STT3B	1	0.0008888888888888889
ENSG00000249673.2	NOP14-AS1	1	0.0008888888888888889
ENSG00000095261.9	PSMD5	1	0.0008888888888888889
ENSG00000204120.10	GIGYF2	1	0.0008888888888888889
ENSG00000259367.1	RP11-815J21.4	1	0.0008888888888888889
ENSG00000197933.8	ZNF823	1	0.0008888888888888889
ENSG00000162104.5	ADCY9	1	0.0008888888888888889
ENSG00000168256.13	NKIRAS2	1	0.0008888888888888889
ENSG00000178538.5	CA8	1	0.0008888888888888889
ENSG00000164941.9	INTS8	1	0.0008888888888888889
ENSG00000141627.9	DYM	1	0.0008888888888888889
ENSG00000087206.12	UIMC1	1	0.0008888888888888889
ENSG00000205937.7	RNPS1	1	0.0008888888888888889
ENSG00000139734.13	DIAPH3	1	0.0008888888888888889
ENSG00000197102.6	DYNC1H1	1	0.0008888888888888889
ENSG00000108406.5	DHX40	1	0.0008888888888888889
ENSG00000169375.11	SIN3A	1	0.0008888888888888889
ENSG00000144381.12	HSPD1	1	0.0008888888888888889
ENSG00000172292.10	CERS6	1	0.0008888888888888889
ENSG00000151693.5	ASAP2	1	0.0008888888888888889
ENSG00000173692.8	PSMD1	1	0.0008888888888888889
ENSG00000168502.13	SOGA2	1	0.0008888888888888889
ENSG00000135336.10	ORC3	1	0.0008888888888888889
ENSG00000107290.9	SETX	1	0.0008888888888888889
ENSG00000150054.14	MPP7	1	0.0008888888888888889
ENSG00000132964.7	CDK8	1	0.0008888888888888889
ENSG00000204842.10	ATXN2	1	0.0008888888888888889
ENSG00000254893.3	RP11-466P24.2	1	0.0008888888888888889
ENSG00000068784.8	SRBD1	1	0.0008888888888888889
ENSG00000198874.8	TYW1	1	0.0008888888888888889
ENSG00000143748.13	NVL	1	0.0008888888888888889
ENSG00000163904.8	SENP2	1	0.0008888888888888889
ENSG00000135775.9	COG2	1	0.0008888888888888889
ENSG00000204764.8	RANBP17	1	0.0008888888888888889
ENSG00000257923.5	CUX1	1	0.0008888888888888889
ENSG00000032219.14	ARID4A	1	0.0008888888888888889
ENSG00000135945.5	REV1	1	0.0008888888888888889
ENSG00000135829.12	DHX9	1	0.0008888888888888889
ENSG00000009307.11	CSDE1	1	0.0008888888888888889
ENSG00000081019.9	RSBN1	1	0.0008888888888888889
ENSG00000162368.9	CMPK1	1	0.0008888888888888889
ENSG00000173726.6	TOMM20	1	0.0008888888888888889
ENSG00000043143.16	PHF15	1	0.0008888888888888889
ENSG00000122674.8	CCZ1	1	0.0008888888888888889
ENSG00000112419.10	PHACTR2	1	0.0008888888888888889
ENSG00000081320.6	STK17B	1	0.0008888888888888889
ENSG00000065882.11	TBC1D1	1	0.0008888888888888889
ENSG00000107829.9	FBXW4	1	0.0008888888888888889
ENSG00000021776.6	AQR	1	0.0008888888888888889
ENSG00000151779.8	NBAS	1	0.0008888888888888889
ENSG00000134758.9	RNF138	1	0.0008888888888888889
ENSG00000256500.5	RP11-73M18.2	1	0.0008888888888888889
ENSG00000259305.1	ZHX1-C8ORF76	1	0.0008888888888888889
ENSG00000172340.10	SUCLG2	1	0.0008888888888888889
ENSG00000177888.7	ZBTB41	1	0.0008888888888888889
ENSG00000011454.12	RABGAP1	1	0.0008888888888888889
ENSG00000076685.14	NT5C2	1	0.0008888888888888889
ENSG00000224186.4	CTC-349C3.1	1	0.0008888888888888889
ENSG00000100796.13	SMEK1	1	0.0008888888888888889
ENSG00000123268.4	ATF1	1	0.0008888888888888889
ENSG00000090686.11	USP48	1	0.0008888888888888889
ENSG00000169855.15	ROBO1	1	0.0008888888888888889
ENSG00000171634.12	BPTF	1	0.0008888888888888889
ENSG00000087095.8	NLK	1	0.0008888888888888889
ENSG00000024048.6	UBR2	1	0.0008888888888888889
ENSG00000116731.18	PRDM2	1	0.0008888888888888889
ENSG00000105793.11	GTPBP10	1	0.0008888888888888889
ENSG00000101596.10	SMCHD1	1	0.0008888888888888889
ENSG00000198586.9	TLK1	1	0.0008888888888888889
ENSG00000139620.8	KANSL2	1	0.0008888888888888889
ENSG00000138182.10	KIF20B	1	0.0008888888888888889
ENSG00000099783.7	HNRNPM	1	0.0008888888888888889
ENSG00000100473.11	COCH	1	0.0008888888888888889
ENSG00000132300.14	PTCD3	1	0.0008888888888888889
ENSG00000126003.6	PLAGL2	1	0.0008888888888888889
ENSG00000253607.1	RP11-557C18.3	1	0.0008888888888888889
ENSG00000135597.14	REPS1	1	0.0008888888888888889
ENSG00000160049.7	DFFA	1	0.0008888888888888889
ENSG00000075151.15	EIF4G3	1	0.0008888888888888889
ENSG00000121766.10	ZCCHC17	1	0.0008888888888888889
ENSG00000187555.10	USP7	1	0.0008888888888888889
ENSG00000198646.9	NCOA6	1	0.0008888888888888889
ENSG00000075223.9	SEMA3C	1	0.0008888888888888889
ENSG00000125814.13	NAPB	1	0.0008888888888888889
ENSG00000153066.8	TXNDC11	1	0.0008888888888888889
ENSG00000126067.7	PSMB2	1	0.0008888888888888889
ENSG00000104412.3	EMC2	1	0.0008888888888888889
ENSG00000254612.2	RP11-676M6.1	1	0.0008888888888888889
ENSG00000092931.7	MFSD11	1	0.0008888888888888889
ENSG00000180776.11	ZDHHC20	1	0.0008888888888888889
ENSG00000031003.6	FAM13B	1	0.0008888888888888889
ENSG00000144158.4	RP11-395L14.17	1	0.0008888888888888889
ENSG00000102908.16	NFAT5	1	0.0008888888888888889
ENSG00000139437.13	TCHP	1	0.0008888888888888889
ENSG00000118217.5	ATF6	1	0.0008888888888888889
ENSG00000005339.8	CREBBP	1	0.0008888888888888889
ENSG00000122884.8	P4HA1	1	0.0008888888888888889
ENSG00000138802.7	SEC24B	1	0.0008888888888888889
ENSG00000261632.1	RP11-390D11.1	1	0.0008888888888888889
ENSG00000138246.11	DNAJC13	1	0.0008888888888888889
ENSG00000084073.4	ZMPSTE24	1	0.0008888888888888889
ENSG00000075420.8	FNDC3B	1	0.0008888888888888889
ENSG00000120029.8	C10orf76	1	0.0008888888888888889
ENSG00000163156.7	SCNM1	1	0.0008888888888888889
ENSG00000197594.7	ENPP1	1	0.0008888888888888889
ENSG00000047579.15	DTNBP1	1	0.0008888888888888889
ENSG00000166197.12	NOLC1	1	0.0008888888888888889
ENSG00000109381.15	ELF2	1	0.0008888888888888889
ENSG00000037474.10	NSUN2	1	0.0008888888888888889
ENSG00000115970.14	THADA	1	0.0008888888888888889
ENSG00000184575.7	XPOT	1	0.0008888888888888889
ENSG00000247809.3	NR2F2-AS1	1	0.0008888888888888889
ENSG00000262039.1	RP11-81K2.1	1	0.0008888888888888889
ENSG00000151292.13	CSNK1G3	1	0.0008888888888888889
ENSG00000132142.15	ACACA	1	0.0008888888888888889
ENSG00000107679.10	PLEKHA1	1	0.0008888888888888889
ENSG00000127483.13	HP1BP3	1	0.0008888888888888889
ENSG00000126261.8	UBA2	1	0.0008888888888888889
ENSG00000015568.8	RGPD5	1	0.0008888888888888889
ENSG00000063046.13	EIF4B	1	0.0008888888888888889
ENSG00000076108.7	BAZ2A	1	0.0008888888888888889
ENSG00000154914.12	USP43	1	0.0008888888888888889
ENSG00000204217.8	BMPR2	1	0.0008888888888888889
ENSG00000168769.8	TET2	1	0.0008888888888888889
ENSG00000118412.8	CASP8AP2	1	0.0008888888888888889
ENSG00000185842.10	DNAH14	1	0.0008888888888888889
ENSG00000188092.10	GPR89B	1	0.0008888888888888889
ENSG00000143797.7	MBOAT2	1	0.0008888888888888889
ENSG00000101558.9	VAPA	1	0.0008888888888888889
ENSG00000116127.13	ALMS1	1	0.0008888888888888889
ENSG00000197818.7	SLC9A8	1	0.0008888888888888889
ENSG00000142599.13	RERE	1	0.0008888888888888889
ENSG00000171735.14	CAMTA1	1	0.0008888888888888889
ENSG00000188312.9	CENPP	1	0.0008888888888888889
ENSG00000118762.3	PKD2	1	0.0008888888888888889
ENSG00000133812.10	SBF2	1	0.0008888888888888889
ENSG00000100519.7	PSMC6	1	0.0008888888888888889
ENSG00000108587.10	GOSR1	1	0.0008888888888888889
ENSG00000110075.10	PPP6R3	1	0.0008888888888888889
ENSG00000152270.4	PDE3B	1	0.0008888888888888889
ENSG00000151876.8	FBXO4	1	0.0008888888888888889
ENSG00000197442.8	MAP3K5	1	0.0008888888888888889
ENSG00000132570.10	PCBD2	1	0.0008888888888888889
ENSG00000186625.9	KATNA1	1	0.0008888888888888889
ENSG00000134440.7	NARS	1	0.0008888888888888889
ENSG00000197386.6	HTT	1	0.0008888888888888889
ENSG00000181135.11	ZNF707	1	0.0008888888888888889
ENSG00000156787.12	TBC1D31	1	0.0008888888888888889
ENSG00000033800.9	PIAS1	1	0.0008888888888888889
ENSG00000169045.13	HNRNPH1	1	0.0008888888888888889
ENSG00000109466.9	KLHL2	1	0.0008888888888888889
ENSG00000066136.15	NFYC	1	0.0008888888888888889
ENSG00000146463.7	ZMYM4	1	0.0008888888888888889
ENSG00000139323.9	POC1B	1	0.0008888888888888889
ENSG00000145743.11	FBXL17	1	0.0008888888888888889
ENSG00000113273.11	ARSB	1	0.0008888888888888889
ENSG00000130023.11	ERMARD	1	0.0008888888888888889
ENSG00000081014.6	AP4E1	1	0.0008888888888888889
ENSG00000184258.5	CDR1	1	0.0008888888888888889
ENSG00000009335.13	UBE3C	1	0.0008888888888888889
ENSG00000109756.4	RAPGEF2	1	0.0008888888888888889
ENSG00000130449.5	ZSWIM6	1	0.0008888888888888889
ENSG00000117862.7	TXNDC12	1	0.0008888888888888889
ENSG00000138035.10	PNPT1	1	0.0008888888888888889
ENSG00000196792.7	STRN3	1	0.0008888888888888889
ENSG00000163811.7	WDR43	1	0.0008888888888888889
ENSG00000189091.8	SF3B3	1	0.0008888888888888889
ENSG00000114999.7	TTL	1	0.0008888888888888889
ENSG00000151893.10	CACUL1	1	0.0008888888888888889
ENSG00000144320.9	KIAA1715	1	0.0008888888888888889
ENSG00000156017.8	C9orf41	1	0.0008888888888888889
ENSG00000100522.4	GNPNAT1	1	0.0008888888888888889
ENSG00000213079.5	SCAF8	1	0.0008888888888888889
ENSG00000225273.3	UBE2Q2P2	1	0.0008888888888888889
ENSG00000149483.7	TMEM138	1	0.0008888888888888889
ENSG00000115221.6	ITGB6	1	0.0008888888888888889
ENSG00000219545.5	RPA3-AS1	1	0.0008888888888888889
ENSG00000075415.8	SLC25A3	1	0.0008888888888888889
ENSG00000253972.1	RP11-4K16.2	1	0.0008888888888888889
ENSG00000067208.10	EVI5	1	0.0008888888888888889
ENSG00000165525.13	NEMF	1	0.0008888888888888889
ENSG00000111300.5	NAA25	1	0.0008888888888888889
ENSG00000175893.7	ZDHHC21	1	0.0008888888888888889
ENSG00000157800.13	SLC37A3	1	0.0008888888888888889
ENSG00000135040.11	NAA35	1	0.0008888888888888889
ENSG00000141279.11	NPEPPS	1	0.0008888888888888889
ENSG00000013503.5	POLR3B	1	0.0008888888888888889
ENSG00000005955.8	GGNBP2	1	0.0008888888888888889
ENSG00000115464.10	USP34	1	0.0008888888888888889
ENSG00000184708.13	EIF4ENIF1	1	0.0008888888888888889
ENSG00000157837.11	SPPL3	1	0.0008888888888888889
ENSG00000108264.12	TADA2A	1	0.0008888888888888889
ENSG00000104442.5	ARMC1	1	0.0008888888888888889
ENSG00000137500.5	CCDC90B	1	0.0008888888888888889
ENSG00000232270.2	INTS4L2	1	0.0008888888888888889
ENSG00000151090.13	THRB	1	0.0008888888888888889
ENSG00000111581.5	NUP107	1	0.0008888888888888889
ENSG00000054793.9	ATP9A	1	0.0008888888888888889
ENSG00000128487.12	SPECC1	1	0.0008888888888888889
ENSG00000182923.12	CEP63	1	0.0008888888888888889
ENSG00000112339.10	HBS1L	1	0.0008888888888888889
ENSG00000114331.8	ACAP2	1	0.0008888888888888889
ENSG00000122557.5	HERPUD2	1	0.0008888888888888889
ENSG00000272622.1	RP11-395N3.2	1	0.0008888888888888889
ENSG00000157450.11	RNF111	1	0.0008888888888888889
ENSG00000172915.14	NBEA	1	0.0008888888888888889
ENSG00000109790.12	KLHL5	1	0.0008888888888888889
ENSG00000120694.15	HSPH1	1	0.0008888888888888889
ENSG00000146555.14	SDK1	1	0.0008888888888888889
ENSG00000163629.8	PTPN13	1	0.0008888888888888889
ENSG00000079387.9	SENP1	1	0.0008888888888888889
ENSG00000138592.9	USP8	1	0.0008888888888888889
ENSG00000102781.9	KATNAL1	1	0.0008888888888888889
ENSG00000145982.7	FARS2	1	0.0008888888888888889
ENSG00000166233.8	ARIH1	1	0.0008888888888888889
ENSG00000134243.7	SORT1	1	0.0008888888888888889
ENSG00000119777.14	TMEM214	1	0.0008888888888888889
ENSG00000085719.7	CPNE3	1	0.0008888888888888889
ENSG00000104388.10	RAB2A	1	0.0008888888888888889
